group_tropes,sentence_pattern_parsed,genres,contains_characters,separate_trope_words,trope,sentence_subjectivity,sentence_polarity,sentence_modality,spoiler
unknown_trope,play NNP NNP subvert tulpen,genre_Action Crime Drama,CONTAINS_CHARACTERS:FALSE,Bus Full Innocents,BusFullOfInnocents,OBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,NNP official NNP NNP demolish,genre_Action Crime Drama,CONTAINS_CHARACTERS:TRUE,Lampshade Hanging,LampshadeHanging,OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,letter fictional atalay NNP,genre_Action Crime Drama,CONTAINS_CHARACTERS:FALSE,Actor Allusion,ActorAllusion,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,,genre_Action Crime Drama,CONTAINS_CHARACTERS:FALSE,Truck,UnderTheTruck,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,NNP investigate old high usual NNP NNP pair NNP old,genre_Action Crime Drama,CONTAINS_CHARACTERS:TRUE,Double Meaning Title,DoubleMeaningTitle,OBJECTIVE,NEGATIVE,FACTUAL,False
drama_trope,see come,genre_Action Crime Drama,CONTAINS_CHARACTERS:FALSE,Meaningful Background Event,MeaningfulBackgroundEvent,SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,big NNP NNP crash fly impressive,genre_Action Crime Drama,CONTAINS_CHARACTERS:FALSE,Episode,OnceAnEpisode,SUBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,contain NNP NNP NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,J J Abrams,JJAbrams,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,first would appear NNP NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Big Bad,BigBad,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Black Grey Morality,BlackAndGreyMorality,VERY_SUBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,first end NNP operate flatline,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Cliffhanger,Cliffhanger,OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,whoop make,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Cliffhanger,Cliffhanger,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
action_adventure_trope,let NNP solitary put ca shut,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Cool Unusual Punishment,CoolAndUnusualPunishment,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
drama_trope,start kill,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Deadly Prank,DeadlyPrank,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,present NNP NNP seem serve NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Dragon,TheDragon,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
action_adventure_trope death_trope,NNP NNP steal NNP NNP dead use,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Grave Robbing,GraveRobbing,OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,subvert find NNP NNP make NNP great,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Honorary Uncle,HonoraryUncle,OBJECTIVE,POSITIVE,FACTUAL,True
narrative_device_trope spoilered_rotten_trope,seem intrigue,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Luke Father,LukeIAmYourFather,OBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,us federal unwilling disclose successful recorded occur release official NNP create fake sign NNP NNP issued fake say die transfer,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Masquerade,TheMasquerade,SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP involve disappear NNP force take slow,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,May December Romance,MayDecemberRomance,OBJECTIVE,NEGATIVE,FACTUAL,True
climactic_episode_trope plot_twist_trope spoilered_rotten_trope,reveal NNP NNP NNP NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Reveal,TheReveal,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
climactic_episode_trope plot_twist_trope spoilered_rotten_trope,NNP reveal work NNP NNP age,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Reveal,TheReveal,OBJECTIVE,NEGATIVE,FACTUAL,True
climactic_episode_trope plot_twist_trope spoilered_rotten_trope,look cut anachronistic open certain send vanish,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Reveal,TheReveal,SUBJECTIVE,POSITIVE,FACTUAL,True
climactic_episode_trope plot_twist_trope spoilered_rotten_trope,NNP NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Reveal,TheReveal,VERY_OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,possible NNP NNP would spend NNP solitary no-one find necessary lose call NNP NNP NNP NNP NNP as-of-yet undisclosed,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Screw Rules Make,ScrewTheRulesIMakeThem,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP appear kill NNP figure kill random conceal real old resentful take abandon,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Theme Serial Killer,ThemeSerialKiller,OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,kill call,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Theme Serial Killer,ThemeSerialKiller,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP kill old kill,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Theme Serial Killer,ThemeSerialKiller,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,kidnap NNP leave dead NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Theme Serial Killer,ThemeSerialKiller,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP turn NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Theme Serial Killer,ThemeSerialKiller,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,convict kill white NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Theme Serial Killer,ThemeSerialKiller,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP used reversed NNP,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Theme Serial Killer,ThemeSerialKiller,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP make kill die,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Theme Serial Killer,ThemeSerialKiller,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP note NNP worry much change know NNP NNP shoot,genre_Action Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:TRUE,Took Level Jerkass,TookALevelInJerkass,VERY_OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,present famed,genre_Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Genre Anthology,GenreAnthology,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP NNP apologize feature,genre_Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Exactly Says Tin,ExactlyWhatItSaysOnTheTin,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,third go,genre_Crime Drama Mystery Thriller,CONTAINS_CHARACTERS:FALSE,Mermaids Different,OurMermaidsAreDifferent,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,unusual embrace fanciful NNP NNP centuries-old,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Cliche Storm,ClicheStorm,VERY_SUBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,global go might glance,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Cliche Storm,ClicheStorm,OBJECTIVE,POSITIVE,NOT_FACTUAL,False
unknown_trope,NNP suppose russian,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Ambiguously Brown,AmbiguouslyBrown,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
death_trope,fall special heal bring,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Back Dead,BackFromTheDead,OBJECTIVE,POSITIVE,FACTUAL,True
death_trope,stick collapsed NNP blow,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Back Dead,BackFromTheDead,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,two-part NNP go undercover NNP NNP recover nuclear,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Bad Ass Family,BadAssFamily,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP grow hold solitary work unsanctioned learn apparent,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Beard Sorrow,BeardOfSorrow,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP work abduct perform certain high-risk,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Boxed Crook,BoxedCrook,SUBJECTIVE,POSITIVE,NOT_FACTUAL,True
death_trope,learn NNP kill NNP offscreen,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Bus Crash,BusCrash,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,NNP turn NNP kill NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Bus Crash,BusCrash,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
series_plot_trope,NNP discover NNP NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Changeling Fantasy,ChangelingFantasy,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
espionage_trope,attract NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,City Spies,CityOfSpies,OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
death_trope,NNP save grab NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Death Materialism,DeathByMaterialism,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,NNP ignore unstable crack,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Death Materialism,DeathByMaterialism,OBJECTIVE,POSITIVE,FACTUAL,True
death_trope,fine left answer used wiretapped,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Death Origin Story,DeathByOriginStory,VERY_OBJECTIVE,POSITIVE,FACTUAL,False
death_trope,paid,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Death Origin Story,DeathByOriginStory,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,False
plot_trope,start NNP NNP eliminate,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Die Hard X,DieHardOnAnX,SUBJECTIVE,NEGATIVE,FACTUAL,False
climactic_episode_trope death_trope death_trope,avoid,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Disney Villain Death,DisneyVillainDeath,VERY_SUBJECTIVE,POSITIVE,NOT_FACTUAL,True
betrayal_trope espionage_trope,NNP work NNP pose sd-6 NNP work NNP pose NNP NNP claim work,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Double Agent,DoubleAgent,OBJECTIVE,NEGATIVE,FACTUAL,True
narrative_device_trope,dysfunctional NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Dysfunction Junction,DysfunctionJunction,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,fake NNP NNP russian fake british portray american NNP NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Fake Nationality,FakeNationality,OBJECTIVE,NEGATIVE,FACTUAL,False
death_trope,turn NNP NNP NNP cut post,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Finger Mail,FingerInTheMail,VERY_SUBJECTIVE,POSITIVE,FACTUAL,True
narrative_device_trope,play NNP NNP subvert NNP pull NNP con,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Wife,IHaveYourWife,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,True
death_trope,NNP seem deadly,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Killed Real,KilledOffForReal,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP get see NNP NNP give good look,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Lingerie Scene,LingerieScene,OBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,play NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Man Behind Man,TheManBehindTheMan,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP return dead NNP NNP blackbird NNP NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Motifs,Motifs,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,write american cast serviceable american make american raise,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Even Bothering Accent,NotEvenBotheringWithTheAccent,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,NNP NNP deal NNP good,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Papa Wolf,PapaWolf,OBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,NNP NNP bring entire NNP include NNP NNP start work real NNP open NNP NNP NNP NNP change NNP remain,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Re Tool,ReTool,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP 2-year faked,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Re Tool,ReTool,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP find NNP marry NNP NNP NNP NNP live,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Re Tool,ReTool,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,interesting original maintain NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Re Tool,ReTool,OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,might say NNP betray would destroy real,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Re Tool,ReTool,OBJECTIVE,POSITIVE,NOT_FACTUAL,True
unknown_trope,NNP know NNP,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Something Would Never Say,SomethingTheyWouldNeverSay,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP offer real NNP hate accept,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Something Would Never Say,SomethingTheyWouldNeverSay,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP NNP get hook,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:TRUE,Suspiciously Similar Substitute,SuspiciouslySimilarSubstitute,OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,used involve,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Tortured Index,ATorturedIndex,OBJECTIVE,POSITIVE,FACTUAL,False
espionage_trope,turn sweet mild mental master-assassin,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Trigger Phrase,TriggerPhrase,OBJECTIVE,POSITIVE,FACTUAL,False
spoilered_rotten_trope,miss,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Wham Line,WhamLine,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
spoilered_rotten_trope,miss,genre_Action Drama Mystery Sci-Fi Thriller,CONTAINS_CHARACTERS:FALSE,Wham Line,WhamLine,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,live make forget drain keep local,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Adult Fear,AdultFear,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,bad kidnap include drain sentence keep,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Black Grey Morality,BlackAndGreyMorality,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Combat Pragmatist,CombatPragmatist,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Combat Pragmatist,CombatPragmatist,VERY_SUBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,NNP fire think happen spot-on,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Correlation Causation Gag,CorrelationCausationGag,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
betrayal_trope espionage_trope,make think work fed,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Double Agent,DoubleAgent,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,False
ending_trope,NNP earn get last go NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Earn Happy Ending,EarnYourHappyEnding,OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP keep NNP happy control positive captive sell NNP NNP owns,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Emotion Eater,EmotionEater,SUBJECTIVE,POSITIVE,FACTUAL,True
death_trope,dead NNP NNP NNP NNP NNP NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Men Expendable Gender,MenAreTheExpendableGender,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
death_trope,NNP qualify expendable NNP NNP NNP avert,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Men Expendable Gender,MenAreTheExpendableGender,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
death_trope,rescue NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Men Expendable Gender,MenAreTheExpendableGender,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP NNP turn paternal,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Power Love,PowerOfLove,SUBJECTIVE,POSITIVE,NOT_FACTUAL,True
unknown_trope,NNP NNP NNP NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Rebellious Princess,RebelliousPrincess,VERY_OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,fit NNP NNP NNP NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Rebellious Princess,RebelliousPrincess,OBJECTIVE,POSITIVE,FACTUAL,True
unknown_trope,aerial look NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Rule Cool,RuleOfCool,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,last see NNP wear NNP NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Shout,ShoutOut,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP drive,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Stealth Pun,StealthPun,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Stealth Pun,StealthPun,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,connect NNP NNP,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Stealth Pun,StealthPun,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,state outright NNP punch enough leave small,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Super Strength,SuperStrength,SUBJECTIVE,NEGATIVE,NOT_FACTUAL,False
unknown_trope,NNP NNP prepare,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Dont Shoot,WhyDontYouJustShootHim,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
betrayal_trope death_trope,NNP NNP shoot,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Outlived Usefulness,YouHaveOutlivedYourUsefulness,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
betrayal_trope death_trope,take,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Outlived Usefulness,YouHaveOutlivedYourUsefulness,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
plot_trope,NNP NNP engage NNP entire NNP date,genre_Unknown,CONTAINS_CHARACTERS:FALSE,Cheating Heart,YourCheatingHeart,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Buddy Cop Show,BuddyCopShow,SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,base NNP NNP last NNP NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Buddy Cop Show,BuddyCopShow,SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,strong learn,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Buddy Cop Show,BuddyCopShow,SUBJECTIVE,POSITIVE,NOT_FACTUAL,False
unknown_trope,NNP NNP NNP change NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Buddy Cop Show,BuddyCopShow,SUBJECTIVE,POSITIVE,FACTUAL,False
plot_trope,expand NNP human go undercover NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Black Like,BlackLikeMe,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
drama_trope plot_trope,teach NNP force NNP steal,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Broken Pedestal,BrokenPedestal,VERY_OBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP unable survive born due mixed,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Cant Pregnant,ButICantBePregnant,SUBJECTIVE,NEGATIVE,FACTUAL,True
unknown_trope,NNP NNP seed fight many include NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Child Soldiers,ChildSoldiers,OBJECTIVE,POSITIVE,NOT_FACTUAL,True
unknown_trope,NNP befriend NNP NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Chuck Cunningham Syndrome,ChuckCunninghamSyndrome,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,cancele continue NNP NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Continuation,Continuation,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
drama_trope,yeast-fermented prefer,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,G Rated Drug,GRatedDrug,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,erogenous different enable make,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,G Rated Sex,GRatedSex,SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,look similar cannot metabolize cook consist raw,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Human Outside Alien Inside,HumanOutsideAlienInside,OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,pretty impressive,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Humans Bastards,HumansAreBastards,VERY_SUBJECTIVE,POSITIVE,FACTUAL,False
spoilered_rotten_trope,old NNP hunt kill leave kill,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Knight Templar,KnightTemplar,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,disprove mystical try get escape give conclusive lacklustre medical,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Maybe Magic Maybe Mundane,MaybeMagicMaybeMundane,OBJECTIVE,NEGATIVE,NOT_FACTUAL,True
unknown_trope,great survive ca extra extraterrestrial narcotic transform murderous supercharged,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Puny Earthlings,PunyEarthlings,OBJECTIVE,POSITIVE,NOT_FACTUAL,False
death_trope,wait get get come go next brag go NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Dumb Live,TooDumbToLive,VERY_OBJECTIVE,POSITIVE,FACTUAL,False
power_comes_at_a_price_trope,dissolve,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:FALSE,Weaksauce Weakness,WeaksauceWeakness,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,final NNP NNP NNP,genre_Drama Sci-Fi,CONTAINS_CHARACTERS:TRUE,Terrorists Freedom Fighters,YourTerroristsAreOurFreedomFighters,VERY_SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,run NNP come run conclude NNP NNP,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,James Herriot,JamesHerriot,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP NNP NNP NNP lovely,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,James Herriot,JamesHerriot,SUBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,lampshade NNP mention doubt modern look consider barbaric lungworm treat squirt,genre_Comedy Drama,CONTAINS_CHARACTERS:TRUE,Natural Snake Oil,AllNaturalSnakeOil,SUBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,NNP,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,Cool Pet,CoolPet,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,likable eccentric,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,Mister Muffykins,MisterMuffykins,OBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,set NNP NNP accent flat,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,Oop North,OopNorth,OBJECTIVE,NEGATIVE,FACTUAL,False
unknown_trope,wonder end NNP NNP,genre_Comedy Drama,CONTAINS_CHARACTERS:TRUE,Shout Theme Naming,ShoutOutThemeNaming,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
character_reaction_trope,become heated national appropriate combat social,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,Nostalgia Filter,NostalgiaFilter,OBJECTIVE,POSITIVE,NOT_FACTUAL,False
unknown_trope,NNP step NNP put NNP cross try stop date white,genre_Comedy Drama,CONTAINS_CHARACTERS:TRUE,Beware Nice Ones,BewareTheNiceOnes,OBJECTIVE,POSITIVE,FACTUAL,False
unknown_trope,mentioned appear spun-off,genre_Comedy Drama,CONTAINS_CHARACTERS:FALSE,Chuck Cunningham Syndrome,ChuckCunninghamSyndrome,VERY_OBJECTIVE,NEGATIVE,FACTUAL,False
